id	pokemon	species_id	height	weight	base_experience	type_1	type_2	attack	defense	hp	special_attack	special_defense	speed	ability_1	ability_2	ability_hidden	color_1	color_2	color_f	egg_group_1	egg_group_2	url_image	generation_id	evolves_from_species_id	evolution_chain_id	shape_id	shape
648	meloetta-aria	648	6	65	270	normal	psychic	77	77	100	128	128	90	serene-grace	NA	NA	#A8A878	#F85888	#BB947B	no-eggs	NA	648.png	5	NA	335	12	humanoid
649	genesect	649	15	825	270	bug	steel	120	95	71	120	95	99	download	NA	NA	#A8B820	#B8B8D0	#ABB84A	no-eggs	NA	649.png	5	NA	336	12	humanoid
650	chespin	650	4	90	63	grass	NA	61	65	56	48	45	38	overgrow	NA	bulletproof	#78C850	NA	NA	ground	NA	650.png	6	NA	337	6	upright
651	quilladin	651	7	290	142	grass	NA	78	95	61	56	58	57	overgrow	NA	bulletproof	#78C850	NA	NA	ground	NA	651.png	6	650	337	6	upright
652	chesnaught	652	16	900	239	grass	fighting	107	122	88	74	75	64	overgrow	NA	bulletproof	#78C850	#C03028	#89A346	ground	NA	652.png	6	651	337	6	upright
653	fennekin	653	4	94	61	fire	NA	45	40	40	62	60	60	blaze	NA	magician	#F08030	NA	NA	ground	NA	653.png	6	NA	338	8	quadruped
654	braixen	654	10	145	143	fire	NA	59	58	59	90	70	73	blaze	NA	magician	#F08030	NA	NA	ground	NA	654.png	6	653	338	6	upright
655	delphox	655	15	390	240	fire	psychic	69	72	75	114	100	104	blaze	NA	magician	#F08030	#F85888	#F17645	ground	NA	655.png	6	654	338	6	upright
656	froakie	656	3	70	63	water	NA	56	40	41	62	44	71	torrent	NA	protean	#6890F0	NA	NA	water1	NA	656.png	6	NA	339	8	quadruped
657	frogadier	657	6	109	142	water	NA	63	52	54	83	56	97	torrent	NA	protean	#6890F0	NA	NA	water1	NA	657.png	6	656	339	12	humanoid
658	greninja	658	15	400	239	water	dark	95	67	72	103	71	122	torrent	NA	protean	#6890F0	#705848	#6982C7	water1	NA	658.png	6	657	339	12	humanoid
659	bunnelby	659	4	50	47	normal	NA	36	38	38	32	36	57	pickup	cheek-pouch	huge-power	#A8A878	NA	NA	ground	NA	659.png	6	NA	340	6	upright
660	diggersby	660	10	424	148	normal	ground	56	77	85	50	77	78	pickup	cheek-pouch	huge-power	#A8A878	#E0C068	#B5AD74	ground	NA	660.png	6	659	340	6	upright
661	fletchling	661	3	17	56	normal	flying	50	43	45	40	38	62	big-pecks	NA	gale-wings	#A8A878	#A890F0	#A8A295	flying	NA	661.png	6	NA	341	9	wings
662	fletchinder	662	7	160	134	fire	flying	73	55	62	56	52	84	flame-body	NA	gale-wings	#F08030	#A890F0	#DE835E	flying	NA	662.png	6	661	341	9	wings
663	talonflame	663	12	245	175	fire	flying	81	71	78	74	69	126	flame-body	NA	gale-wings	#F08030	#A890F0	#DE835E	flying	NA	663.png	6	662	341	9	wings
664	scatterbug	664	3	25	40	bug	NA	35	40	38	27	25	35	shield-dust	compound-eyes	friend-guard	#A8B820	NA	NA	bug	NA	664.png	6	NA	342	14	armor
665	spewpa	665	3	84	75	bug	NA	22	60	45	27	30	29	shed-skin	NA	friend-guard	#A8B820	NA	NA	bug	NA	665.png	6	664	342	5	blob
666	vivillon	666	12	170	185	bug	flying	52	50	80	90	50	89	shield-dust	compound-eyes	friend-guard	#A8B820	#A890F0	#A8AE52	bug	NA	666.png	6	665	342	13	bug-wings
667	litleo	667	6	135	74	fire	normal	50	58	62	73	54	72	rivalry	unnerve	moxie	#F08030	#A8A878	#DE8941	ground	NA	667.png	6	NA	343	8	quadruped
668	pyroar	668	15	815	177	fire	normal	68	72	86	109	66	106	rivalry	unnerve	moxie	#F08030	#A8A878	#DE8941	ground	NA	668.png	6	667	343	8	quadruped
669	flabebe	669	1	1	61	fairy	NA	38	39	44	61	79	42	flower-veil	NA	symbiosis	#EE99AC	NA	NA	fairy	NA	669.png	6	NA	344	4	arms
670	floette	670	2	9	130	fairy	NA	45	47	54	75	98	52	flower-veil	NA	symbiosis	#EE99AC	NA	NA	fairy	NA	670.png	6	669	344	4	arms
671	florges	671	11	100	248	fairy	NA	65	68	78	112	154	75	flower-veil	NA	symbiosis	#EE99AC	NA	NA	fairy	NA	671.png	6	670	344	4	arms
672	skiddo	672	9	310	70	grass	NA	65	48	66	62	57	52	sap-sipper	NA	grass-pelt	#78C850	NA	NA	ground	NA	672.png	6	NA	345	8	quadruped
673	gogoat	673	17	910	186	grass	NA	100	62	123	97	81	68	sap-sipper	NA	grass-pelt	#78C850	NA	NA	ground	NA	673.png	6	672	345	8	quadruped
674	pancham	674	6	80	70	fighting	NA	82	62	67	46	48	43	iron-fist	mold-breaker	scrappy	#C03028	NA	NA	ground	humanshape	674.png	6	NA	346	6	upright
675	pangoro	675	21	1360	173	fighting	dark	124	78	95	69	71	58	iron-fist	mold-breaker	scrappy	#C03028	#705848	#AC392F	ground	humanshape	675.png	6	674	346	12	humanoid
676	furfrou	676	12	280	165	normal	NA	80	60	75	65	90	102	fur-coat	NA	NA	#A8A878	NA	NA	ground	NA	676.png	6	NA	347	8	quadruped
677	espurr	677	3	35	71	psychic	NA	48	54	62	63	60	68	keen-eye	infiltrator	own-tempo	#F85888	NA	NA	ground	NA	677.png	6	NA	348	6	upright
678	meowstic-male	678	6	85	163	psychic	NA	48	76	74	83	81	104	keen-eye	infiltrator	prankster	#F85888	NA	NA	ground	NA	678.png	6	677	348	6	upright
679	honedge	679	8	20	65	steel	ghost	80	100	45	35	37	28	no-guard	NA	NA	#B8B8D0	#705898	#A6A0C2	mineral	NA	679.png	6	NA	349	5	blob
680	doublade	680	8	45	157	steel	ghost	110	150	59	45	49	35	no-guard	NA	NA	#B8B8D0	#705898	#A6A0C2	mineral	NA	680.png	6	679	349	11	heads
681	aegislash-shield	681	17	530	234	steel	ghost	50	150	60	50	150	60	stance-change	NA	NA	#B8B8D0	#705898	#A6A0C2	mineral	NA	681.png	6	680	349	5	blob
682	spritzee	682	2	5	68	fairy	NA	52	60	78	63	65	23	healer	NA	aroma-veil	#EE99AC	NA	NA	fairy	NA	682.png	6	NA	350	4	arms
683	aromatisse	683	8	155	162	fairy	NA	72	72	101	99	89	29	healer	NA	aroma-veil	#EE99AC	NA	NA	fairy	NA	683.png	6	682	350	12	humanoid
684	swirlix	684	4	35	68	fairy	NA	48	66	62	59	57	49	sweet-veil	NA	unburden	#EE99AC	NA	NA	fairy	NA	684.png	6	NA	351	7	legs
685	slurpuff	685	8	50	168	fairy	NA	80	86	82	85	75	72	sweet-veil	NA	unburden	#EE99AC	NA	NA	fairy	NA	685.png	6	684	351	12	humanoid
686	inkay	686	4	35	58	dark	psychic	54	53	53	37	46	45	contrary	suction-cups	infiltrator	#705848	#F85888	#905857	water1	water2	686.png	6	NA	352	10	tentacles
687	malamar	687	15	470	169	dark	psychic	92	88	86	68	75	73	contrary	suction-cups	infiltrator	#705848	#F85888	#905857	water1	water2	687.png	6	686	352	5	blob
688	binacle	688	5	310	61	rock	water	52	67	42	39	56	50	tough-claws	sniper	pickpocket	#B8A038	#6890F0	#A49C64	water3	NA	688.png	6	NA	353	11	heads
689	barbaracle	689	13	960	175	rock	water	105	115	72	54	86	68	tough-claws	sniper	pickpocket	#B8A038	#6890F0	#A49C64	water3	NA	689.png	6	688	353	11	heads
690	skrelp	690	5	73	64	poison	water	60	60	50	60	60	30	poison-point	poison-touch	adaptability	#A040A0	#6890F0	#9253B3	water1	dragon	690.png	6	NA	354	5	blob
691	dragalge	691	18	815	173	poison	dragon	75	90	65	97	123	44	poison-point	poison-touch	adaptability	#A040A0	#7038F8	#943EB5	water1	dragon	691.png	6	690	354	5	blob
692	clauncher	692	5	83	66	water	NA	53	62	50	58	63	44	mega-launcher	NA	NA	#6890F0	NA	NA	water1	water3	692.png	6	NA	355	14	armor
693	clawitzer	693	13	353	100	water	NA	73	88	71	120	89	59	mega-launcher	NA	NA	#6890F0	NA	NA	water1	water3	693.png	6	692	355	2	squiggle
694	helioptile	694	5	60	58	electric	normal	38	33	44	61	43	70	dry-skin	sand-veil	solar-power	#F8D030	#A8A878	#E4C641	monster	dragon	694.png	6	NA	356	6	upright
695	heliolisk	695	10	210	168	electric	normal	55	52	62	109	94	109	dry-skin	sand-veil	solar-power	#F8D030	#A8A878	#E4C641	monster	dragon	695.png	6	694	356	6	upright
696	tyrunt	696	8	260	72	rock	dragon	89	77	58	45	45	48	strong-jaw	NA	sturdy	#B8A038	#7038F8	#A68666	monster	dragon	696.png	6	NA	357	6	upright
697	tyrantrum	697	25	2700	182	rock	dragon	121	119	82	69	59	71	strong-jaw	NA	rock-head	#B8A038	#7038F8	#A68666	monster	dragon	697.png	6	696	357	6	upright
698	amaura	698	13	252	72	rock	ice	59	50	77	67	63	46	refrigerate	NA	snow-warning	#B8A038	#98D8D8	#B0AD5E	monster	NA	698.png	6	NA	358	8	quadruped
699	aurorus	699	27	2250	104	rock	ice	77	72	123	99	92	58	refrigerate	NA	snow-warning	#B8A038	#98D8D8	#B0AD5E	monster	NA	699.png	6	698	358	8	quadruped
700	sylveon	700	10	235	184	fairy	NA	65	65	95	110	130	60	cute-charm	NA	pixilate	#EE99AC	NA	NA	ground	NA	700.png	6	133	67	8	quadruped
701	hawlucha	701	8	215	175	fighting	flying	92	75	78	74	63	118	limber	unburden	mold-breaker	#C03028	#A890F0	#BA4758	humanshape	NA	701.png	6	NA	359	12	humanoid
702	dedenne	702	2	22	151	electric	fairy	58	57	67	81	67	101	cheek-pouch	pickup	plus	#F8D030	#EE99AC	#F5C24E	ground	fairy	702.png	6	NA	360	6	upright
703	carbink	703	3	57	100	rock	fairy	50	150	50	50	150	50	clear-body	NA	sturdy	#B8A038	#EE99AC	#C59E54	fairy	mineral	703.png	6	NA	361	1	ball
704	goomy	704	3	28	60	dragon	NA	50	35	45	55	75	40	sap-sipper	hydration	gooey	#7038F8	NA	NA	dragon	NA	704.png	6	NA	362	2	squiggle
705	sliggoo	705	8	175	158	dragon	NA	75	53	68	83	113	60	sap-sipper	hydration	gooey	#7038F8	NA	NA	dragon	NA	705.png	6	704	362	2	squiggle
706	goodra	706	20	1505	270	dragon	NA	100	70	90	110	150	80	sap-sipper	hydration	gooey	#7038F8	NA	NA	dragon	NA	706.png	6	705	362	6	upright
707	klefki	707	2	30	165	steel	fairy	80	91	57	80	87	75	prankster	NA	magician	#B8B8D0	#EE99AC	#C5B0C7	mineral	NA	707.png	6	NA	363	1	ball
708	phantump	708	4	70	62	ghost	grass	70	48	43	50	60	38	natural-cure	frisk	harvest	#705898	#78C850	#717386	plant	indeterminate	708.png	6	NA	364	4	arms
709	trevenant	709	15	710	166	ghost	grass	110	76	85	65	82	56	natural-cure	frisk	harvest	#705898	#78C850	#717386	plant	indeterminate	709.png	6	708	364	10	tentacles
710	pumpkaboo-average	710	4	50	67	ghost	grass	66	70	49	44	55	51	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	710.png	6	NA	365	1	ball
711	gourgeist-average	711	9	125	173	ghost	grass	90	122	65	58	75	84	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	711.png	6	710	365	5	blob
712	bergmite	712	10	995	61	ice	NA	69	85	55	32	35	28	own-tempo	ice-body	sturdy	#98D8D8	NA	NA	monster	NA	712.png	6	NA	366	8	quadruped
713	avalugg	713	20	5050	180	ice	NA	117	184	95	44	46	28	own-tempo	ice-body	sturdy	#98D8D8	NA	NA	monster	NA	713.png	6	712	366	8	quadruped
714	noibat	714	5	80	49	flying	dragon	30	35	40	45	40	55	frisk	infiltrator	telepathy	#A890F0	#7038F8	#9A7AF1	flying	NA	714.png	6	NA	367	9	wings
715	noivern	715	15	850	187	flying	dragon	70	80	85	97	80	123	frisk	infiltrator	telepathy	#A890F0	#7038F8	#9A7AF1	flying	NA	715.png	6	714	367	9	wings
716	xerneas	716	30	2150	306	fairy	NA	131	95	126	131	98	99	fairy-aura	NA	NA	#EE99AC	NA	NA	no-eggs	NA	716.png	6	NA	368	8	quadruped
717	yveltal	717	58	2030	306	dark	flying	131	95	126	131	98	99	dark-aura	NA	NA	#705848	#A890F0	#7D6570	no-eggs	NA	717.png	6	NA	369	9	wings
718	zygarde	718	50	3050	270	dragon	ground	100	121	108	81	95	95	aura-break	NA	NA	#7038F8	#E0C068	#8B58D5	no-eggs	NA	718.png	6	NA	370	2	squiggle
719	diancie	719	7	88	270	rock	fairy	100	150	50	100	150	50	clear-body	NA	NA	#B8A038	#EE99AC	#C59E54	no-eggs	NA	NA	6	NA	371	4	arms
720	hoopa	720	5	90	270	psychic	ghost	110	60	80	150	130	70	magician	NA	NA	#F85888	#705898	#D7588B	no-eggs	NA	NA	6	NA	372	1	ball
721	volcanion	721	17	1950	270	fire	water	110	120	80	130	90	70	water-absorb	NA	NA	#F08030	#6890F0	#CF835E	no-eggs	NA	NA	6	NA	373	1	ball
10001	deoxys-attack	386	17	608	270	psychic	NA	180	20	50	180	20	150	pressure	NA	NA	#F85888	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10002	deoxys-defense	386	17	608	270	psychic	NA	70	160	50	70	160	90	pressure	NA	NA	#F85888	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10003	deoxys-speed	386	17	608	270	psychic	NA	95	90	50	95	90	180	pressure	NA	NA	#F85888	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10004	wormadam-sandy	413	5	65	148	bug	ground	79	105	60	59	85	36	anticipation	NA	overcoat	#A8B820	#E0C068	#B5B931	bug	NA	NA	NA	NA	NA	NA	NA
10005	wormadam-trash	413	5	65	148	bug	steel	69	95	60	69	95	36	anticipation	NA	overcoat	#A8B820	#B8B8D0	#ABB84A	bug	NA	NA	NA	NA	NA	NA	NA
10006	shaymin-sky	492	4	52	270	grass	flying	103	75	100	120	75	127	serene-grace	NA	NA	#78C850	#A890F0	#83BA76	no-eggs	NA	NA	NA	NA	NA	NA	NA
10007	giratina-origin	487	69	6500	306	ghost	dragon	120	100	150	120	100	90	levitate	NA	NA	#705898	#7038F8	#7050AF	no-eggs	NA	NA	NA	NA	NA	NA	NA
10008	rotom-heat	479	3	3	182	electric	fire	65	107	50	105	107	86	levitate	NA	NA	#F8D030	#F08030	#F6BC30	indeterminate	NA	NA	NA	NA	NA	NA	NA
10009	rotom-wash	479	3	3	182	electric	water	65	107	50	105	107	86	levitate	NA	NA	#F8D030	#6890F0	#D5C05E	indeterminate	NA	NA	NA	NA	NA	NA	NA
10010	rotom-frost	479	3	3	182	electric	ice	65	107	50	105	107	86	levitate	NA	NA	#F8D030	#98D8D8	#E0D158	indeterminate	NA	NA	NA	NA	NA	NA	NA
10011	rotom-fan	479	3	3	182	electric	flying	65	107	50	105	107	86	levitate	NA	NA	#F8D030	#A890F0	#E4C05E	indeterminate	NA	NA	NA	NA	NA	NA	NA
10012	rotom-mow	479	3	3	182	electric	grass	65	107	50	105	107	86	levitate	NA	NA	#F8D030	#78C850	#D8CE37	indeterminate	NA	NA	NA	NA	NA	NA	NA
10013	castform-sunny	351	3	8	147	fire	NA	70	70	70	70	70	70	forecast	NA	NA	#F08030	NA	NA	fairy	indeterminate	NA	NA	NA	NA	NA	NA
10014	castform-rainy	351	3	8	147	water	NA	70	70	70	70	70	70	forecast	NA	NA	#6890F0	NA	NA	fairy	indeterminate	NA	NA	NA	NA	NA	NA
10015	castform-snowy	351	3	8	147	ice	NA	70	70	70	70	70	70	forecast	NA	NA	#98D8D8	NA	NA	fairy	indeterminate	NA	NA	NA	NA	NA	NA
10016	basculin-blue-striped	550	10	180	161	water	NA	92	65	70	80	55	98	rock-head	adaptability	mold-breaker	#6890F0	NA	NA	water2	NA	NA	NA	NA	NA	NA	NA
10017	darmanitan-zen	555	13	929	189	fire	psychic	30	105	105	140	105	55	sheer-force	NA	zen-mode	#F08030	#F85888	#F17645	ground	NA	NA	NA	NA	NA	NA	NA
10018	meloetta-pirouette	648	6	65	270	normal	fighting	128	90	100	77	77	128	serene-grace	NA	NA	#A8A878	#C03028	#AD8A64	no-eggs	NA	NA	NA	NA	NA	NA	NA
10019	tornadus-therian	641	14	630	261	flying	NA	100	80	79	110	90	121	regenerator	NA	NA	#A890F0	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10020	thundurus-therian	642	30	610	261	electric	flying	105	70	79	145	80	101	volt-absorb	NA	NA	#F8D030	#A890F0	#E4C05E	no-eggs	NA	NA	NA	NA	NA	NA	NA
10021	landorus-therian	645	13	680	270	ground	flying	145	90	89	105	80	91	intimidate	NA	NA	#E0C068	#A890F0	#D2B488	no-eggs	NA	NA	NA	NA	NA	NA	NA
10022	kyurem-black	646	33	3250	315	dragon	ice	170	100	125	120	90	95	teravolt	NA	NA	#7038F8	#98D8D8	#795EF0	no-eggs	NA	NA	NA	NA	NA	NA	NA
10023	kyurem-white	646	36	3250	315	dragon	ice	120	90	125	170	100	95	turboblaze	NA	NA	#7038F8	#98D8D8	#795EF0	no-eggs	NA	NA	NA	NA	NA	NA	NA
10024	keldeo-resolute	647	14	485	261	water	fighting	72	90	91	129	90	108	justified	NA	NA	#6890F0	#C03028	#7D78BF	no-eggs	NA	NA	NA	NA	NA	NA	NA
10025	meowstic-female	678	6	85	163	psychic	NA	48	76	74	83	81	104	keen-eye	infiltrator	competitive	#F85888	NA	NA	ground	NA	NA	NA	NA	NA	NA	NA
10026	aegislash-blade	681	17	530	234	steel	ghost	150	50	60	150	50	60	stance-change	NA	NA	#B8B8D0	#705898	#A6A0C2	mineral	NA	NA	NA	NA	NA	NA	NA
10027	pumpkaboo-small	710	3	35	67	ghost	grass	66	70	44	44	55	56	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10028	pumpkaboo-large	710	5	75	67	ghost	grass	66	70	54	44	55	46	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10029	pumpkaboo-super	710	8	150	67	ghost	grass	66	70	59	44	55	41	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10030	gourgeist-small	711	7	95	173	ghost	grass	85	122	55	58	75	99	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10031	gourgeist-large	711	11	140	173	ghost	grass	95	122	75	58	75	69	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10032	gourgeist-super	711	17	390	173	ghost	grass	100	122	85	58	75	54	pickup	frisk	insomnia	#705898	#78C850	#717386	indeterminate	NA	NA	NA	NA	NA	NA	NA
10033	venusaur-mega	3	24	1555	281	grass	poison	100	123	80	122	120	80	thick-fat	NA	NA	#78C850	#A040A0	#81A763	monster	plant	NA	NA	NA	NA	NA	NA
10034	charizard-mega-x	6	17	1105	285	fire	dragon	130	111	78	130	85	100	tough-claws	NA	NA	#F08030	#7038F8	#D06E60	monster	dragon	NA	NA	NA	NA	NA	NA
10035	charizard-mega-y	6	17	1005	285	fire	flying	104	78	78	159	115	100	drought	NA	NA	#F08030	#A890F0	#DE835E	monster	dragon	NA	NA	NA	NA	NA	NA
10036	blastoise-mega	9	16	1011	284	water	NA	103	120	79	135	115	78	mega-launcher	NA	NA	#6890F0	NA	NA	monster	water1	NA	NA	NA	NA	NA	NA
10037	alakazam-mega	65	12	480	266	psychic	NA	50	65	55	175	95	150	trace	NA	NA	#F85888	NA	NA	humanshape	NA	NA	NA	NA	NA	NA	NA
10038	gengar-mega	94	14	405	270	ghost	poison	65	80	60	170	95	130	shadow-tag	NA	NA	#705898	#A040A0	#7B5299	indeterminate	NA	NA	NA	NA	NA	NA	NA
10039	kangaskhan-mega	115	22	1000	207	normal	NA	125	100	105	60	100	100	parental-bond	NA	NA	#A8A878	NA	NA	monster	NA	NA	NA	NA	NA	NA	NA
10040	pinsir-mega	127	17	590	210	bug	flying	155	120	65	65	90	105	aerilate	NA	NA	#A8B820	#A890F0	#A8AE52	bug	NA	NA	NA	NA	NA	NA	NA
10041	gyarados-mega	130	65	3050	224	water	dark	155	109	95	70	130	81	mold-breaker	NA	NA	#6890F0	#705848	#6982C7	water2	dragon	NA	NA	NA	NA	NA	NA
10042	aerodactyl-mega	142	21	790	215	rock	flying	135	85	80	70	95	150	tough-claws	NA	NA	#B8A038	#A890F0	#B49C64	flying	NA	NA	NA	NA	NA	NA	NA
10043	mewtwo-mega-x	150	23	1270	351	psychic	fighting	190	100	106	154	100	130	steadfast	NA	NA	#F85888	#C03028	#EA4E70	no-eggs	NA	NA	NA	NA	NA	NA	NA
10044	mewtwo-mega-y	150	15	330	351	psychic	NA	150	70	106	194	120	140	insomnia	NA	NA	#F85888	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10045	ampharos-mega	181	14	615	275	electric	dragon	95	105	90	165	110	45	mold-breaker	NA	NA	#F8D030	#7038F8	#D7AB60	monster	ground	NA	NA	NA	NA	NA	NA
10046	scizor-mega	212	20	1250	210	bug	steel	150	140	70	65	100	75	technician	NA	NA	#A8B820	#B8B8D0	#ABB84A	bug	NA	NA	NA	NA	NA	NA	NA
10047	heracross-mega	214	17	625	210	bug	fighting	185	115	80	40	105	75	skill-link	NA	NA	#A8B820	#C03028	#AD9721	bug	NA	NA	NA	NA	NA	NA	NA
10048	houndoom-mega	229	19	495	210	dark	fire	90	90	75	140	90	115	solar-power	NA	NA	#705848	#F08030	#8F6142	ground	NA	NA	NA	NA	NA	NA	NA
10049	tyranitar-mega	248	25	2550	315	rock	dark	164	150	100	95	120	71	sand-stream	NA	NA	#B8A038	#705848	#A68E3B	monster	NA	NA	NA	NA	NA	NA	NA
10050	blaziken-mega	257	19	520	284	fire	fighting	160	80	80	130	80	100	speed-boost	NA	NA	#F08030	#C03028	#E46C2E	ground	NA	NA	NA	NA	NA	NA	NA
10051	gardevoir-mega	282	16	484	278	psychic	fairy	85	65	68	165	135	100	pixilate	NA	NA	#F85888	#EE99AC	#F56790	indeterminate	NA	NA	NA	NA	NA	NA	NA
10052	mawile-mega	303	10	235	168	steel	fairy	105	125	50	55	95	50	huge-power	NA	NA	#B8B8D0	#EE99AC	#C5B0C7	ground	fairy	NA	NA	NA	NA	NA	NA
10053	aggron-mega	306	22	3950	284	steel	NA	140	230	70	60	80	50	filter	NA	NA	#B8B8D0	NA	NA	monster	NA	NA	NA	NA	NA	NA	NA
10054	medicham-mega	308	13	315	179	fighting	psychic	100	85	60	80	85	100	pure-power	NA	NA	#C03028	#F85888	#CD393F	humanshape	NA	NA	NA	NA	NA	NA	NA
10055	manectric-mega	310	18	440	201	electric	NA	75	80	70	135	80	135	intimidate	NA	NA	#F8D030	NA	NA	ground	NA	NA	NA	NA	NA	NA	NA
10056	banette-mega	354	12	130	194	ghost	NA	165	75	64	93	83	75	prankster	NA	NA	#705898	NA	NA	indeterminate	NA	NA	NA	NA	NA	NA	NA
10057	absol-mega	359	12	490	198	dark	NA	150	60	65	115	60	115	magic-bounce	NA	NA	#705848	NA	NA	ground	NA	NA	NA	NA	NA	NA	NA
10058	garchomp-mega	445	19	950	315	dragon	ground	170	115	108	120	95	92	sand-force	NA	NA	#7038F8	#E0C068	#8B58D5	monster	dragon	NA	NA	NA	NA	NA	NA
10059	lucario-mega	448	13	575	219	fighting	steel	145	88	70	140	70	112	adaptability	NA	NA	#C03028	#B8B8D0	#BE5050	ground	humanshape	NA	NA	NA	NA	NA	NA
10060	abomasnow-mega	460	27	1850	208	grass	ice	132	105	90	132	105	30	snow-warning	NA	NA	#78C850	#98D8D8	#7FCB70	monster	plant	NA	NA	NA	NA	NA	NA
10061	floette-eternal	670	2	9	243	fairy	NA	65	67	74	125	128	92	flower-veil	NA	symbiosis	#EE99AC	NA	NA	fairy	NA	NA	NA	NA	NA	NA	NA
10062	latias-mega	380	18	520	315	dragon	psychic	100	120	80	140	150	110	levitate	NA	NA	#7038F8	#F85888	#903FDC	no-eggs	NA	NA	NA	NA	NA	NA	NA
10063	latios-mega	381	23	700	315	dragon	psychic	130	100	80	160	120	110	levitate	NA	NA	#7038F8	#F85888	#903FDC	no-eggs	NA	NA	NA	NA	NA	NA	NA
10064	swampert-mega	260	190	1020	286	water	ground	150	110	100	95	110	70	swift-swim	NA	NA	#6890F0	#E0C068	#859BCF	monster	water1	NA	NA	NA	NA	NA	NA
10065	sceptile-mega	254	190	552	284	grass	dragon	110	75	70	145	85	145	lightning-rod	NA	NA	#78C850	#7038F8	#76A578	monster	dragon	NA	NA	NA	NA	NA	NA
10066	sableye-mega	302	50	1610	168	dark	ghost	85	125	50	85	115	20	magic-bounce	NA	NA	#705848	#705898	#70585B	humanshape	NA	NA	NA	NA	NA	NA	NA
10067	altaria-mega	334	150	206	207	dragon	fairy	110	110	75	110	105	80	pixilate	NA	NA	#7038F8	#EE99AC	#8E4FE5	flying	dragon	NA	NA	NA	NA	NA	NA
10068	gallade-mega	475	160	564	278	psychic	fighting	165	95	68	65	115	110	inner-focus	NA	NA	#F85888	#C03028	#EA4E70	indeterminate	NA	NA	NA	NA	NA	NA	NA
10069	audino-mega	531	150	320	425	normal	fairy	60	126	103	80	126	50	healer	NA	NA	#A8A878	#EE99AC	#B8A484	fairy	NA	NA	NA	NA	NA	NA	NA
10070	sharpedo-mega	319	250	1303	196	water	dark	140	70	70	110	65	105	strong-jaw	NA	NA	#6890F0	#705848	#6982C7	water2	NA	NA	NA	NA	NA	NA	NA
10071	slowbro-mega	80	200	1200	207	water	psychic	75	180	95	130	80	30	shell-armor	NA	NA	#6890F0	#F85888	#8A82D6	monster	water1	NA	NA	NA	NA	NA	NA
10072	steelix-mega	208	1050	7400	214	steel	ground	125	230	75	55	95	30	sand-force	NA	NA	#B8B8D0	#E0C068	#C1B9B6	mineral	NA	NA	NA	NA	NA	NA	NA
10073	pidgeot-mega	18	220	505	261	normal	flying	80	80	83	135	80	121	no-guard	NA	NA	#A8A878	#A890F0	#A8A295	flying	NA	NA	NA	NA	NA	NA	NA
10074	glalie-mega	362	210	3502	203	ice	NA	120	80	80	120	80	100	refrigerate	NA	NA	#98D8D8	NA	NA	fairy	mineral	NA	NA	NA	NA	NA	NA
10075	diancie-mega	719	110	278	315	rock	fairy	160	110	50	160	110	110	magic-bounce	NA	NA	#B8A038	#EE99AC	#C59E54	no-eggs	NA	NA	NA	NA	NA	NA	NA
10076	metagross-mega	376	250	9429	315	steel	psychic	145	150	80	105	110	110	tough-claws	NA	NA	#B8B8D0	#F85888	#C7A0BE	mineral	NA	NA	NA	NA	NA	NA	NA
10077	kyogre-primal	382	980	4300	347	water	NA	150	90	100	180	160	90	primordial-sea	NA	NA	#6890F0	NA	NA	no-eggs	NA	NA	NA	NA	NA	NA	NA
10078	groudon-primal	383	500	9997	347	ground	fire	180	160	100	150	90	90	desolate-land	NA	NA	#E0C068	#F08030	#E3B05A	no-eggs	NA	NA	NA	NA	NA	NA	NA
10079	rayquaza-mega	384	1080	3920	351	dragon	flying	180	100	105	180	100	115	delta-stream	NA	NA	#7038F8	#A890F0	#7D4DF6	no-eggs	NA	NA	NA	NA	NA	NA	NA
10080	pikachu-rock-star	25	40	60	112	electric	NA	55	40	35	50	50	90	static	NA	lightning-rod	#F8D030	NA	NA	ground	fairy	NA	NA	NA	NA	NA	NA
10081	pikachu-belle	25	40	60	112	electric	NA	55	40	35	50	50	90	static	NA	lightning-rod	#F8D030	NA	NA	ground	fairy	NA	NA	NA	NA	NA	NA
10082	pikachu-pop-star	25	40	60	112	electric	NA	55	40	35	50	50	90	static	NA	lightning-rod	#F8D030	NA	NA	ground	fairy	NA	NA	NA	NA	NA	NA
